,StockCode,total_quantity,total_revenue,avg_price,num_customers,num_invoices,num_countries,cluster,cluster_label
1448,22251,1403,1692.57,1.2276470588235293,141,184,5,1,Low-demand Product
1449,22252,842,1053.58,1.285304347826087,85,112,10,1,Low-demand Product
1450,22253,598,735.34,1.2420833333333334,62,69,6,1,Low-demand Product
1451,22254,1108,1379.87,1.2483333333333333,95,112,11,1,Low-demand Product
1452,22255,929,789.65,0.85,73,87,8,1,Low-demand Product
1453,22256,720,890.31,1.243372093023256,78,83,8,1,Low-demand Product
1454,22257,184,185.18,1.1885185185185188,23,25,3,1,Low-demand Product
1455,22258,699,752.01,1.1853424657534246,69,71,5,1,Low-demand Product
1456,22259,298,282.86,1.155142857142857,31,33,2,1,Low-demand Product
1457,22260,851,722.9599999999999,0.8764601769911504,85,108,6,1,Low-demand Product
1458,22261,1139,966.5899999999999,0.8677639751552796,126,150,8,1,Low-demand Product
1459,22262,1611,1372.47,0.8578787878787878,135,185,7,1,Low-demand Product
1460,22263,377,266.59999999999997,0.855111111111111,34,43,5,1,Low-demand Product
1461,22264,1068,692.4,0.7605555555555555,80,88,7,1,Low-demand Product
1462,22265,1510,976.4000000000001,0.6486013986013986,107,134,4,1,Low-demand Product
1463,22266,1416,710.44,0.5265151515151515,101,123,3,1,Low-demand Product
1464,22267,932,873.59,1.0424770642201835,91,105,4,1,Low-demand Product
1465,22268,1451,781.67,0.6735,117,151,4,1,Low-demand Product
1466,22269,1226,1059.11,1.059271523178808,107,149,5,1,Low-demand Product
1467,22270,568,2100.84,3.741940298507463,104,129,8,1,Low-demand Product
1468,22271,3789,10890.330000000002,2.945558739255014,400,691,16,2,Potential Product
1469,22272,1141,3229.8700000000003,2.932,207,276,13,2,Potential Product
1470,22273,3879,11110.02,2.947116736990155,423,701,16,2,Potential Product
1471,22274,2991,8543.17,2.949862778730703,344,578,15,2,Potential Product
1472,22275,839,6292.5,7.5,168,280,11,4,High-end Niche Product
1473,22276,1614,3982.0499999999997,2.5174342105263157,213,303,17,2,Potential Product
1474,22277,970,2004.6200000000001,2.134842105263158,147,189,14,1,Low-demand Product
1475,22278,746,3673.8,4.9471311475409845,164,239,13,4,High-end Niche Product
1476,22279,869,1336.0800000000002,1.5763709677419355,108,121,9,1,Low-demand Product
1477,22280,486,770.98,1.6514285714285715,79,87,6,1,Low-demand Product
1478,22281,290,1660.25,5.915816326530612,83,98,7,4,High-end Niche Product
1479,22282,342,2565.0,7.5,92,143,9,4,High-end Niche Product
1480,22283,790,5810.05,7.479629629629629,196,297,9,4,High-end Niche Product
1481,22284,1972,3233.8499999999995,1.6464285714285714,157,233,4,1,Low-demand Product
1482,22285,1815,2963.9999999999995,1.6443181818181818,165,212,6,1,Low-demand Product
1483,22286,1342,1584.5099999999998,1.337847222222222,119,144,3,1,Low-demand Product
1484,22287,876,992.0099999999999,1.3148314606741573,81,89,3,1,Low-demand Product
1485,22288,971,1198.9,1.244021739130435,75,86,4,1,Low-demand Product
1486,22289,429,521.4,1.2392156862745098,45,49,3,1,Low-demand Product
1487,22290,384,786.0000000000001,2.0862318840579714,60,68,1,1,Low-demand Product
1488,22291,2733,3831.45,1.4247663551401868,141,209,5,1,Low-demand Product
1489,22292,1822,2614.8999999999996,1.4446236559139785,145,181,4,1,Low-demand Product
1490,22293,1611,2319.75,1.4462264150943396,114,154,5,1,Low-demand Product
1491,22294,11769,14626.89,1.2456292286874153,414,707,11,0,Mid-range Popular Product
1492,22295,6656,10935.119999999999,1.653956043956044,381,620,9,2,Potential Product
1493,22296,7700,12651.279999999999,1.650894736842105,428,739,9,0,Mid-range Popular Product
1494,22297,10041,12511.63,1.2510660660660662,391,646,8,0,Mid-range Popular Product
1495,22299,2580,2994.64,1.176875,103,128,9,1,Low-demand Product
1496,22300,3302,8114.19,2.5226987951807227,254,411,10,2,Potential Product
1497,22301,3760,9184.89,2.5180982905982905,273,466,12,2,Potential Product
1498,22302,3148,7563.5199999999995,2.508022598870056,212,352,7,2,Potential Product
1499,22303,4347,10550.5,2.5136798336798334,266,480,9,2,Potential Product
1500,22304,1190,2764.19,2.507957746478873,98,142,9,1,Low-demand Product
1501,22305,1036,2426.62,2.5366666666666666,87,126,8,1,Low-demand Product
1502,22306,1428,1955.69,1.4821333333333333,125,148,8,1,Low-demand Product
1503,22307,1018,1433.59,1.541078431372549,87,101,7,1,Low-demand Product
1504,22308,459,1155.79,2.6391836734693874,75,98,8,1,Low-demand Product
1505,22309,898,2199.93,2.5713529411764706,117,169,10,1,Low-demand Product
1506,22310,884,1420.2399999999998,1.7030973451327434,64,110,6,1,Low-demand Product
1507,22311,1065,3316.4500000000003,3.386041666666667,120,190,13,1,Low-demand Product
1508,22312,932,3026.1400000000003,3.4635449735449737,104,188,14,1,Low-demand Product
1509,22313,664,2139.94,3.3494444444444444,74,106,11,1,Low-demand Product
1510,22314,960,3155.34,3.553567567567568,101,180,12,1,Low-demand Product
1511,22315,1459,1793.54,1.2461744966442954,191,296,11,1,Low-demand Product
1512,22316,618,728.04,1.232,62,95,7,1,Low-demand Product
1513,22317,450,1324.0200000000002,2.996185567010309,83,96,13,1,Low-demand Product
1514,22318,1436,4215.8,2.94448275862069,204,286,15,2,Potential Product
1515,22319,2516,1501.5400000000002,0.6189570552147239,141,163,12,1,Low-demand Product
1516,22320,536,3153.3,5.959467455621302,130,169,18,4,High-end Niche Product
1517,22321,2044,1732.33,0.848343949044586,118,157,15,1,Low-demand Product
1518,22322,1030,875.4999999999999,0.85,77,92,7,1,Low-demand Product
1519,22323,480,1056.0,2.260810810810811,57,73,7,1,Low-demand Product
1520,22324,453,986.91,2.2876470588235294,53,67,7,1,Low-demand Product
1521,22325,418,2048.1000000000004,4.941025641025641,129,155,15,4,High-end Niche Product
1522,22326,9137,26218.670000000002,2.932502157031924,439,1147,23,0,Mid-range Popular Product
1523,22327,2184,6308.400000000001,2.938284518828452,256,464,13,2,Potential Product
1524,22328,7513,21327.79,2.9207815631262526,401,990,17,0,Mid-range Popular Product
1525,22329,3387,5432.349999999999,1.6358490566037733,261,421,18,2,Potential Product
1526,22330,115,166.75,1.45,15,15,4,1,Low-demand Product
1527,22331,2703,4358.509999999999,1.6479369627507163,225,345,17,2,Potential Product
1528,22332,2208,3571.3999999999996,1.641715976331361,233,334,13,2,Potential Product
1529,22333,5496,8766.08,1.6361794019933553,333,597,21,2,Potential Product
1530,22334,1623,2629.39,1.64856,180,246,9,1,Low-demand Product
1531,22335,4625,2968.4500000000003,0.6508571428571429,242,336,8,2,Potential Product
1532,22336,2284,1241.44,0.5811392405063291,136,150,9,1,Low-demand Product
1533,22337,1103,706.1500000000001,0.6582352941176471,67,82,9,1,Low-demand Product
1534,22338,2811,1128.6100000000001,0.43270270270270267,143,180,10,1,Low-demand Product
1535,22339,1696,753.4200000000001,0.4539252336448598,86,102,8,1,Low-demand Product
1536,22340,1336,1023.8999999999999,0.8786315789473684,81,95,9,1,Low-demand Product
1537,22341,1577,2594.45,1.689432624113475,128,139,7,1,Low-demand Product
1538,22342,1488,1880.6999999999998,1.3465217391304347,109,115,7,1,Low-demand Product
1539,22343,1875,1162.3799999999999,0.7048484848484848,90,132,13,1,Low-demand Product
1540,22344,987,547.65,0.7054761904761905,65,84,11,1,Low-demand Product
1541,22345,942,520.02,0.695952380952381,62,82,10,1,Low-demand Product
1542,22346,709,377.95,0.6909677419354838,43,61,8,1,Low-demand Product
1543,22347,916,1104.53,1.23,50,76,5,1,Low-demand Product
1544,22348,7407,6244.86,0.853157142857143,344,690,21,2,Potential Product
1545,22349,1585,5815.57,3.7399062499999998,226,318,10,2,Potential Product
1546,22350,1432,3624.8999999999996,2.542795275590551,169,251,9,1,Low-demand Product
1547,22351,12,19.799999999999997,1.65,1,1,1,1,Low-demand Product
1548,22352,5184,12707.289999999999,2.5266825208085613,366,836,15,2,Potential Product
1549,22353,2197,5440.349999999999,2.5332,200,371,13,2,Potential Product
1550,22354,1903,6865.39,3.7327731092436975,157,237,11,2,Potential Product
1551,22355,13217,10908.36,0.8438698915763135,393,1192,16,0,Mid-range Popular Product
1552,22356,11384,9513.64,0.8511638316920322,423,1108,17,0,Mid-range Popular Product
1553,22357,1175,4867.72,4.216677215189874,259,316,14,2,Potential Product
1554,22358,2067,5883.7300000000005,2.940951156812339,295,384,12,2,Potential Product
1555,22359,550,1609.68,2.962,117,155,7,1,Low-demand Product
1556,22360,1821,5068.95,2.9506557377049183,209,303,8,2,Potential Product
1557,22361,1169,3309.3500000000004,2.9243396226415097,189,264,13,2,Potential Product
1558,22362,565,1656.8300000000002,2.9753107344632768,133,177,9,1,Low-demand Product
1559,22363,549,1559.99,2.9503053435114506,99,128,9,1,Low-demand Product
1560,22364,1153,3249.8100000000004,2.955044247787611,164,224,12,1,Low-demand Product
1561,22365,1362,9301.44,7.251609195402299,193,348,14,4,High-end Niche Product
1562,22366,1662,11408.39,7.266589861751152,252,434,19,2,Potential Product
1563,22367,6450,12230.19,1.9533234126984127,593,1003,19,0,Mid-range Popular Product
1564,22371,1492,6830.55,4.787573964497041,285,505,13,2,Potential Product
1565,22372,526,2552.5,4.9377192982456135,163,228,14,4,High-end Niche Product
1566,22374,894,4272.55,4.922448979591836,226,341,13,2,Potential Product
1567,22375,471,2171.25,4.702307692307692,135,194,9,4,High-end Niche Product
1568,22376,450,2147.3,4.8392307692307694,145,192,10,4,High-end Niche Product
1569,22377,2035,3715.09,2.033702422145329,200,288,14,2,Potential Product
1570,22378,2183,3825.86,1.9972664359861594,167,288,17,2,Potential Product
1571,22379,8102,16492.85,2.09366927592955,423,1013,16,0,Mid-range Popular Product
1572,22380,3578,7151.66,2.089255898366606,300,549,16,2,Potential Product
1573,22381,5725,11636.77,2.0966916354556804,349,791,17,2,Potential Product
1574,22382,15766,25733.079999999998,1.6464134366925065,790,1919,20,0,Mid-range Popular Product
1575,22383,18283,29817.75,1.6468808239333006,664,2004,16,0,Mid-range Popular Product
1576,22384,15949,26029.03,1.6479615795090714,681,1845,20,0,Mid-range Popular Product
1577,22385,8933,17182.12,1.9774262461851475,412,972,14,0,Mid-range Popular Product
1578,22386,18823,36152.86,1.9698209289311697,601,1767,15,0,Mid-range Popular Product
1579,22389,521,981.3599999999999,2.20675,74,80,5,1,Low-demand Product
1580,22390,594,1145.4199999999998,2.3650684931506847,56,73,9,1,Low-demand Product
1581,22391,305,545.31,2.1302,45,50,5,1,Low-demand Product
1582,22393,680,1161.1599999999999,2.1280898876404493,75,89,6,1,Low-demand Product
1583,22394,283,453.45,2.1227659574468083,43,47,3,1,Low-demand Product
1584,22395,205,310.34999999999997,1.937272727272727,31,33,5,1,Low-demand Product
1585,22396,1323,959.99,0.8328749999999999,122,159,11,1,Low-demand Product
1586,22398,3811,3249.68,0.8960598503740648,273,394,14,2,Potential Product
1587,22399,2376,2891.34,1.238125,180,255,15,2,Potential Product
1588,22400,1897,1503.44,0.8241409691629956,159,224,10,1,Low-demand Product
1589,22402,2213,1891.0,0.8713991769547325,158,239,13,1,Low-demand Product
1590,22403,1337,934.45,0.8977639751552795,137,161,9,1,Low-demand Product
1591,22405,1513,1791.02,1.2110204081632654,173,192,14,1,Low-demand Product
1592,22406,1233,1458.6,1.233125,145,174,8,1,Low-demand Product
1593,22407,364,425.31,1.2363076923076923,55,65,6,1,Low-demand Product
1594,22408,575,681.59,1.2272727272727273,72,76,7,1,Low-demand Product
1595,22409,863,1076.2,1.2483870967741937,108,123,12,1,Low-demand Product
1596,22410,1286,1534.22,1.219470588235294,136,170,10,1,Low-demand Product
1597,22411,15623,30293.33,1.980715552927262,658,1680,19,0,Mid-range Popular Product
1598,22412,1944,4028.4000000000005,2.0911858974358974,166,308,5,2,Potential Product
1599,22413,4172,12021.2,2.942393272962484,446,766,20,2,Potential Product
1600,22414,490,3222.06,7.160432098765432,92,162,10,4,High-end Niche Product
1601,22415,317,2377.5,7.5,156,204,4,4,High-end Niche Product
1602,22416,1190,1703.8999999999999,1.4448051948051948,122,154,13,1,Low-demand Product
1603,22417,12656,6801.9800000000005,0.5471995708154507,521,911,22,0,Mid-range Popular Product
1604,22418,9369,7934.789999999999,0.859811320754717,332,473,17,2,Potential Product
1605,22419,3439,1515.8899999999999,0.432406779661017,191,287,11,2,Potential Product
1606,22420,1365,590.51,0.45129032258064516,111,149,7,1,Low-demand Product
1607,22421,2568,1091.96,0.43748987854251015,172,239,8,1,Low-demand Product
1608,22422,1452,856.5400000000001,0.6533116883116883,119,149,11,1,Low-demand Product
1609,22423,18762,140447.5,7.492658076116272,1314,3318,30,3,Bestseller Product
1610,22424,1209,9067.5,7.5,310,559,10,2,Potential Product
1611,22425,801,3851.3,4.935687022900764,195,261,8,4,High-end Niche Product
1612,22426,1162,4014.3,3.677007299270073,182,273,9,2,Potential Product
1613,22427,2876,16578.75,5.906161473087819,460,702,11,2,Potential Product
1614,22428,421,2904.3,6.938364779874214,126,158,3,4,High-end Niche Product
1615,22429,1744,7347.75,4.251417769376181,364,526,9,2,Potential Product
1616,22430,1107,5340.860000000001,4.923453947368421,230,303,11,2,Potential Product
1617,22431,2804,5386.0,1.9602195608782433,269,498,11,2,Potential Product
1618,22432,2776,5255.9,1.940601851851852,266,430,15,2,Potential Product
1619,22433,2133,4002.95,1.9391267605633802,211,352,13,2,Potential Product
1620,22434,1757,3358.73,1.9469402985074626,203,262,10,2,Potential Product
1621,22435,4053,5035.61,1.2524008810572689,303,445,12,2,Potential Product
1622,22436,3434,2214.4,0.6538461538461539,173,255,9,2,Potential Product
1623,22437,4867,4103.31,0.8459016393442622,258,359,15,2,Potential Product
1624,22438,966,1468.44,1.7183823529411764,117,129,6,1,Low-demand Product
1625,22439,3432,2258.4,0.6707006369426751,216,307,8,2,Potential Product
1626,22440,3760,1565.04,0.41796992481203005,187,258,7,2,Potential Product
1627,22441,2357,4920.700000000001,2.0968274111675127,295,390,11,2,Potential Product
1628,22442,573,3087.81,6.7767878787878795,140,164,9,4,High-end Niche Product
1629,22443,635,4630.89,7.475355648535564,193,238,10,4,High-end Niche Product
1630,22444,7562,9401.77,1.2442249240121581,249,328,15,2,Potential Product
1631,22445,1111,3256.8500000000004,2.993963963963964,147,212,14,1,Low-demand Product
1632,22446,333,1009.19,3.305287356321839,61,84,10,1,Low-demand Product
1633,22447,181,579.0500000000001,3.2624999999999997,41,48,7,1,Low-demand Product
1634,22448,520,1681.0600000000002,3.2974285714285716,79,104,10,1,Low-demand Product
1635,22449,1110,3691.8300000000004,3.337478991596639,155,234,18,1,Low-demand Product
1636,22450,769,2562.9500000000003,3.345294117647059,117,166,12,1,Low-demand Product
1637,22451,1054,3487.7000000000003,3.3421182266009852,134,197,11,1,Low-demand Product
1638,22452,802,2307.3,2.919820359281437,112,165,14,1,Low-demand Product
1639,22453,609,1753.3500000000001,2.9316513761467893,78,109,13,1,Low-demand Product
1640,22454,898,2581.9,2.9306060606060607,115,163,12,1,Low-demand Product
1641,22456,2890,13474.0,4.880536912751678,385,595,7,2,Potential Product
1642,22457,11791,34335.420000000006,2.9584354154032746,874,1637,15,0,Mid-range Popular Product
1643,22458,874,2165.1,2.5226973684210527,121,152,4,1,Low-demand Product
1644,22459,875,2151.72,2.5186092715231787,124,149,6,1,Low-demand Product
1645,22460,3358,4172.32,1.2678275862068966,206,289,4,2,Potential Product
1646,22461,394,2287.6,6.8173076923076925,82,130,1,4,High-end Niche Product
1647,22464,6474,10319.819999999998,1.6183561643835616,397,646,11,2,Potential Product
1648,22465,3830,6014.079999999999,1.5987719298245613,270,386,6,2,Potential Product
1649,22466,3239,6160.349999999999,1.9303225806451612,199,308,17,2,Potential Product
1650,22467,8064,18961.61,2.497053191489362,398,928,18,0,Mid-range Popular Product
1651,22468,1477,9382.04,6.645432835820895,196,335,13,4,High-end Niche Product
1652,22469,17672,28470.459999999995,1.6381823174080175,886,1779,15,0,Mid-range Popular Product
1653,22470,11226,32464.770000000004,2.944598990465508,827,1743,10,0,Mid-range Popular Product
1654,22471,509,1913.25,4.5864754098360665,91,122,13,4,High-end Niche Product
1655,22472,809,3614.6800000000003,4.7725,131,204,14,4,High-end Niche Product
1656,22473,613,2233.78,4.496626506024096,120,166,8,4,High-end Niche Product
1657,22474,666,2994.38,4.751256544502618,144,189,15,4,High-end Niche Product
1658,22475,557,2514.6800000000003,4.7642364532019705,115,200,7,4,High-end Niche Product
1659,22476,574,2621.3,4.856084656084656,145,188,8,4,High-end Niche Product
1660,22477,1489,1871.77,1.2514754098360656,155,183,9,1,Low-demand Product
1661,22478,1822,2289.92,1.2521296296296296,176,216,11,1,Low-demand Product
1662,22479,1163,1464.27,1.251741935483871,129,154,5,1,Low-demand Product
1663,22480,1819,2242.97,1.245421686746988,197,245,9,2,Potential Product
1664,22481,1101,1126.73,1.1506432748538011,132,166,4,1,Low-demand Product
1665,22482,1582,1931.33,1.2416585365853658,154,201,9,1,Low-demand Product
1666,22483,1520,4336.08,2.9489403973509933,223,302,17,2,Potential Product
1667,22485,986,7395.0,7.5,280,341,16,4,High-end Niche Product
1668,22486,85,488.40000000000003,6.79,22,25,2,4,High-end Niche Product
1669,22487,1514,11355.0,7.5,611,808,17,2,Potential Product
1670,22488,5535,8954.509999999998,1.6465243902439022,426,653,11,2,Potential Product
1671,22489,10643,4458.33,0.4249434571890145,417,609,19,2,Potential Product
1672,22491,4208,3514.3999999999996,0.8496438356164384,264,360,14,2,Potential Product
1673,22492,16911,10928.79,0.6519212598425197,363,635,21,0,Mid-range Popular Product
1674,22493,3254,5289.78,1.6665479452054794,244,352,9,2,Potential Product
1675,22494,1973,2477.48,1.2888215488215486,200,294,21,2,Potential Product
1676,22495,780,2069.88,2.8193193717277487,165,189,13,1,Low-demand Product
1677,22496,680,1744.64,2.8343428571428575,153,174,12,1,Low-demand Product
1678,22497,748,3163.5,4.245145631067961,160,205,13,4,High-end Niche Product
1679,22498,853,5021.35,5.943243243243243,211,294,7,4,High-end Niche Product
